"Adresse","Type de contenu","Code HTTP","Statut","Indexabilité","Statut d'indexabilité","Title 1","Longueur du Title 1","Largeur en pixels du Title 1","Meta Description 1","Longueur de la Meta Description 1","Largeur en pixels de la Meta Description 1","Meta Keywords 1","Longueur des Meta Keywords 1","H1-1","Longueur du H1-1","H1-2","Longueur du H1-2","H2-1","Longueur du H2-1","H2-2","Longueur du H2-2","Meta Robots 1","Balise X-Robots 1","Meta Refresh 1","Élément de lien en version canonique 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Élément de lien amphtml","Taille (octets)","Transféré (octets)","Total transféré (en octets)","CO2 (mg)","Empreinte carbone","Nombre de mots","Nombre de phrases","Moyenne de mots par phrase","Score de lisibilité de Flesch","Lisibilité","Ratio texte","Crawl profondeur","Profondeur du dossier","Link Score","Liens entrants","Liens entrants uniques","Liens entrants JS uniques","% du total","Liens sortants","Liens sortants uniques","Liens sortants JS uniques","Liens sortants externes","Liens sortants externes uniques","Liens sortants JS externes uniques","Quasi-doublon le plus proche","Nombre de quasi-doublons","Erreurs d'orthographe","Erreurs de grammaire","Hachage","Temps de réponse","Last Modified","URL de redirection","Type de redirection","Cookies","Language","Version HTTP","Lien alternate mobile","Adresse sémantiquement similaire la plus proche","Score de similarité sémantique","Nbre sémantiquement similaires","Score de pertinence sémantique","Adresse codée en URL","Horodatage du crawl"
"https://www.oppy.ai/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4872","4872","4872","1,866","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,034","Tue, 17 Sep 2024 15:52:53 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1","2026-03-22 16:46:08"
"https://www.oppy.ai/wp-content/themes/kadence/style.css?ver=bab062fd42cb01a60133b38393d88267","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","747","747","747","0,286","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,032","Fri, 27 Jun 2025 15:20:41 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/themes/kadence/style.css?ver=bab062fd42cb01a60133b38393d88267","2026-03-22 16:46:08"
"https://www.oppy.ai/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4265","4265","4265","1,634","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,029","Fri, 27 Jun 2025 15:20:14 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.1","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/plugins/wp-statistics/assets/js/tracker.js?ver=14.15.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2858","2858","2858","1,095","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,028","Wed, 06 Aug 2025 15:40:43 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/wp-statistics/assets/js/tracker.js?ver=14.15.1","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/themes/kadence/assets/js/navigation.min.js?ver=1.2.26","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4936","4936","4936","1,891","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,026","Fri, 27 Jun 2025 15:20:41 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/themes/kadence/assets/js/navigation.min.js?ver=1.2.26","2026-03-22 16:46:09"
"https://www.oppy.ai/marketing/","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","1","","1","1","0","1,160","0","0","0","0","0","0","","","","","","0,511","","https://www.oppy.ai/marketing-conversationnel/","Redirection HTTP","","","1.1","","","","","","https://www.oppy.ai/marketing/","2026-03-22 16:46:09"
"https://www.oppy.ai/agent-ia-vocal","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","240","80","0","93,020","0","0","0","0","0","0","","","","","","0,539","","https://www.oppy.ai/agent-ia-vocal/","Redirection HTTP","","","1.1","","","","","","https://www.oppy.ai/agent-ia-vocal","2026-03-22 16:46:08"
"https://www.oppy.ai/sms-email","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","240","80","0","93,020","0","0","0","0","0","0","","","","","","0,568","","https://www.oppy.ai/sms-email/","Redirection HTTP","","","1.1","","","","","","https://www.oppy.ai/sms-email","2026-03-22 16:46:08"
"https://www.oppy.ai/wp-content/themes/kadence-child/css/audio-bar.css?ver=1.0.0","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1115","1115","1115","0,427","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,010","Wed, 26 Feb 2025 09:14:35 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/themes/kadence-child/css/audio-bar.css?ver=1.0.0","2026-03-22 16:46:09"
"https://www.oppy.ai/relation-clients","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","240","80","0","93,020","0","0","0","0","0","0","","","","","","0,563","","https://www.oppy.ai/relation-clients/","Redirection HTTP","","","1.1","","","","","","https://www.oppy.ai/relation-clients","2026-03-22 16:46:08"
"https://www.oppy.ai/allmysms","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","161","80","0","93,020","0","0","0","0","0","0","","","","","","0,419","","https://www.oppy.ai/allmysms/","Redirection HTTP","","","1.1","","","","","","https://www.oppy.ai/allmysms","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=6.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","483","483","483","0,185","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,010","Fri, 27 Jun 2025 15:20:14 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/contact-form-7/modules/recaptcha/index.js?ver=6.1","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/uploads/elementor/css/post-369.css?ver=1773673874","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","525","525","525","0,201","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,008","Mon, 16 Mar 2026 15:11:14 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/uploads/elementor/css/post-369.css?ver=1773673874","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/themes/kadence-child/css/block-call-to-action.css?ver=1.0.0","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","627","627","627","0,240","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,012","Tue, 15 Apr 2025 09:40:39 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/themes/kadence-child/css/block-call-to-action.css?ver=1.0.0","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/css/spectra-block-positioning.min.css?ver=2.19.10","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","168","168","168","0,064","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,031","Fri, 27 Jun 2025 15:20:19 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/css/spectra-block-positioning.min.css?ver=2.19.10","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/plugins/kadence-blocks/dist/style-blocks-rowlayout.css?ver=3.5.11","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1711","1711","1711","0,655","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,037","Fri, 27 Jun 2025 15:20:16 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/kadence-blocks/dist/style-blocks-rowlayout.css?ver=3.5.11","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/uploads/uag-plugin/assets/0/uag-js-8.js?ver=1774194342","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","820","820","820","0,314","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,028","Sun, 22 Mar 2026 15:46:06 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/uploads/uag-plugin/assets/0/uag-js-8.js?ver=1774194342","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/themes/kadence/assets/css/content.min.css?ver=1.2.26","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","6154","6154","6154","2,357","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,051","Fri, 27 Jun 2025 15:20:41 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/themes/kadence/assets/css/content.min.css?ver=1.2.26","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/plugins/kadence-blocks/dist/style-blocks-advancedbtn.css?ver=3.5.11","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","759","759","759","0,291","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,032","Fri, 27 Jun 2025 15:20:16 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/kadence-blocks/dist/style-blocks-advancedbtn.css?ver=3.5.11","2026-03-22 16:46:09"
"https://www.oppy.ai/contact/","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","1","","8","4","0","4,650","0","0","0","0","0","0","","","","","","0,240","","https://www.oppy.ai/contactez-nous/","Redirection HTTP","","","1.1","","","","","","https://www.oppy.ai/contact/","2026-03-22 16:46:09"
"https://www.oppy.ai/notre-plateforme","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","240","80","0","93,020","0","0","0","0","0","0","","","","","","0,394","","https://www.oppy.ai/notre-plateforme/","Redirection HTTP","","","1.1","","","","","","https://www.oppy.ai/notre-plateforme","2026-03-22 16:46:09"
"https://www.oppy.ai/rcs/","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","1","","4","4","0","4,650","0","0","0","0","0","0","","","","","","0,361","","https://www.oppy.ai/rcs-acquisition/","Redirection HTTP","","","1.1","","","","","","https://www.oppy.ai/rcs/","2026-03-22 16:46:09"
"https://www.oppy.ai/rcs-message","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","242","81","0","94,190","0","0","0","0","0","0","","","","","","0,455","","https://www.oppy.ai/rcs-message/","Redirection HTTP","","","1.1","","","","","","https://www.oppy.ai/rcs-message","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/themes/kadence/assets/css/global.min.css?ver=1.2.26","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","4976","4976","4976","1,906","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,012","Fri, 27 Jun 2025 15:20:41 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/themes/kadence/assets/css/global.min.css?ver=1.2.26","2026-03-22 16:46:10"
"https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/isotope.min.js?ver=2.19.10","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","9716","9716","9716","3,722","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,012","Fri, 27 Jun 2025 15:20:19 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/isotope.min.js?ver=2.19.10","2026-03-22 16:46:10"
"https://www.oppy.ai/wp-content/themes/kadence-child/js/cookie-banner.js?ver=1742804641","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1573","1573","1573","0,603","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,028","Mon, 24 Mar 2025 08:24:01 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/themes/kadence-child/js/cookie-banner.js?ver=1742804641","2026-03-22 16:46:10"
"https://www.oppy.ai/contact","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","21","12","0","13,950","0","0","0","0","0","0","","","","","","0,295","","https://www.oppy.ai/contactez-nous/","Redirection HTTP","","","1.1","","","","","","https://www.oppy.ai/contact","2026-03-22 16:46:10"
"https://www.oppy.ai/wp-content/themes/kadence-child/js/contact-form-country.js?ver=1743764502","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2332","2332","2332","0,893","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,011","Fri, 04 Apr 2025 11:01:42 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/themes/kadence-child/js/contact-form-country.js?ver=1743764502","2026-03-22 16:46:10"
"https://www.oppy.ai/wp-content/plugins/gutenberg/build/block-library/style.css?ver=21.0.0","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","15207","15207","15207","5,826","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,013","Thu, 12 Jun 2025 07:20:36 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/gutenberg/build/block-library/style.css?ver=21.0.0","2026-03-22 16:46:10"
"https://www.oppy.ai/qui-sommes-nous","text/html; charset=UTF-8","301","Moved Permanently","Non indexable","Redirigé","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0,000","","0","","","","","0,000","1","0","","240","80","0","93,020","0","0","0","0","0","0","","","","","","0,319","","https://www.oppy.ai/qui-sommes-nous/","Redirection HTTP","","","1.1","","","","","","https://www.oppy.ai/qui-sommes-nous","2026-03-22 16:46:10"
"https://www.oppy.ai/gestion-des-cookies/","text/html; charset=UTF-8","200","OK","Non indexable","Canonisé","Gestion des cookies - Oppycx","28","260","","0","0","","0","","0","","0","Solutions","9","Produits","8","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://oppycx.com/gestion-des-cookies/","","","","","","179395","29653","29653","11,360","","1707","245","6,967","74,127","Assez facile","6,207","1","1","","81","80","0","93,020","55","21","0","4","4","0","","","","","f699c312591afbf4446f902dae2e1e4c","0,604","","","","","fr-FR","1.1","","","","","","https://www.oppy.ai/gestion-des-cookies/","2026-03-22 16:46:09"
"https://www.oppy.ai/wp-content/themes/kadence-child/js/custom-header.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","765","765","765","0,293","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,010","Fri, 21 Feb 2025 13:28:01 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/themes/kadence-child/js/custom-header.js","2026-03-22 16:46:10"
"https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/imagesloaded.min.js?ver=2.19.10","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2083","2083","2083","0,798","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,037","Fri, 27 Jun 2025 15:20:19 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/imagesloaded.min.js?ver=2.19.10","2026-03-22 16:46:10"
"https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/css/slick.min.css?ver=2.19.10","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","973","973","973","0,373","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,031","Fri, 27 Jun 2025 15:20:19 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/css/slick.min.css?ver=2.19.10","2026-03-22 16:46:11"
"https://www.oppy.ai/wp-content/plugins/kadence-blocks/dist/style-blocks-infobox.css?ver=3.5.11","text/css","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1465","1465","1465","0,561","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,037","Fri, 27 Jun 2025 15:20:16 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/kadence-blocks/dist/style-blocks-infobox.css?ver=3.5.11","2026-03-22 16:46:11"
"https://www.oppy.ai/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","14471","14471","14471","5,544","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,040","Tue, 10 Jun 2025 09:45:54 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0","2026-03-22 16:46:11"
"https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/image-gallery.min.js?ver=2.19.10","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2970","2970","2970","1,138","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,029","Fri, 27 Jun 2025 15:20:19 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/image-gallery.min.js?ver=2.19.10","2026-03-22 16:46:11"
"https://www.oppy.ai/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","30368","30368","30368","11,633","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,041","Tue, 17 Sep 2024 15:52:53 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-includes/js/jquery/jquery.min.js?ver=3.7.1","2026-03-22 16:46:11"
"https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-block-positioning.min.js?ver=2.19.10","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1088","1088","1088","0,417","","0","","","","","0,000","1","5","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,034","Fri, 27 Jun 2025 15:20:19 GMT","","","","","1.1","","","","","","https://www.oppy.ai/wp-content/plugins/ultimate-addons-for-gutenberg/assets/js/spectra-block-positioning.min.js?ver=2.19.10","2026-03-22 16:46:11"
