"Nom du problème","Type de problème","Priorité du problème","URL","% du total","Description","Comment corriger","URL d'aide"
"Title des pages: Moins de 30 caractères","Opportunité","Moyenne","16","24,620","Pages dont le titre est inférieur à la limite configurée. Ce n'est pas nécessairement un problème, mais cela indique qu'il y a peut-être de la place pour cibler des mots-clés supplémentaires ou pour communiquer vos arguments clés.","Envisagez de mettre à jour le titre de la page afin de profiter de l'espace restant pour inclure d'autres mots-clés cibles ou arguments clés.",""
"URL: Majuscule","Avertissement","Faible","1","0,220","URL qui contiennent des caractères majuscules. Les URL sont sensibles à la casse. Par conséquent, les URL doivent généralement être en minuscules, afin d'éviter tout risque de confusion et de doublon d'URL.","Idéalement, uniquement des caractères minuscules devraient être utilisés pour les URL. Cependant, modifier une URL est une décision importante et, souvent, cela ne vaut pas la peine de le faire uniquement pour des raisons de référencement. Si des URL sont modifiées, des redirections 301 appropriées doivent être mises en œuvre.",""
"Images: Attributs de taille manquants","Opportunité","Faible","27","15,700","Éléments d'image dont les dimensions (attributs width et height) ne sont pas spécifiées dans le code HTML. Cela peut entraîner d'importants changements de mise en page lors du chargement du contenu, ce qui peut s'avérer frustrant pour les utilisateurs. C'est l'une des principales causes d'un score CLS (Cumulative Layout Shift) élevé.","Définissez la taille de toutes les images au format natif à l'aide des attributs width et height dans le code HTML. Le navigateur pourra ainsi calculer l'espace nécessaire pour chaque image avant son chargement, évitant ainsi des modifications importantes de la mise en page.",""
"Title des pages: En dehors du <head>","Problème","Élevée","2","3,080","Pages dont l'élément <title> se situe en dehors de l'élément <head> dans le HTML. Le <title> de la page doit figurer dans l'élément <head> ; dans le cas contraire, il risque d'être ignoré par les moteurs de recherche. Google reconnaît généralement le titre de la page même s'il est situé en dehors de l'élément <head>, mais ce n'est pas systématique.","Assurez-vous que l'élément <title> se trouve dans l'élément <head> du code HTML d'une page afin que les navigateurs puissent l'utiliser en haut de la fenêtre et que les moteurs de recherche puissent l'utiliser pour le calcul du score.",""
"H1: Multiple","Avertissement","Moyenne","1","1,540","Pages comportant plusieurs <h1>. Bien que ce ne soit pas un problème à proprement parler, car les normes HTML5 autorisent la présence de plusieurs <h1> sur une page, cette approche moderne pose quelques problèmes en termes de convivialité. Il est conseillé d'utiliser le classement des sous-titres (h1-h6) pour transmettre la structure du document. La norme HTML4 classique définit qu'il ne doit y avoir qu'un seul <h1> par page, et cela reste généralement recommandé pour les utilisateurs et le référencement.","Envisagez de mettre à jour le code HTML pour inclure un seul titre <h1> sur chaque page, et d'utiliser toute la gamme de sous-titres entre h2 et h6 pour ajouter des sous-titres supplémentaires.",""
"Meta description: Manquant","Opportunité","Faible","60","92,310","Pages dont la méta-description est manquante, dont le contenu est vide ou qui comporte un espace blanc. Cela constitue une occasion manquée de communiquer les avantages de votre produit ou de votre service, et d'influencer les taux de clics pour les URL importantes.","Il est important de rédiger des métadescriptions uniques et descriptives sur les pages clés afin de communiquer l'objectif de la page aux utilisateurs et de les inciter à cliquer sur votre résultat plutôt que sur celui de la concurrence. Cela peut également signifier que Google utilise cette description pour les extraits dans les résultats de recherche pour certaines requêtes, plutôt que de créer la sienne sur la base du contenu de la page.",""
"Sécurité: En-tête Secure Referrer-Policy manquant","Avertissement","Faible","461","99,350","URL qui n'ont pas les politiques « no-referrer-when-downgrade », « strict-origin-when-cross-origin », « no-referrer » ou « strict-origin » dans l'en-tête Referrer-Policy. Lorsque vous utilisez le protocole HTTPS, il est important que les URL ne fuient pas dans les requêtes non HTTPS. Cela peut exposer les utilisateurs à des attaques de type « man in the middle », car n'importe qui sur le réseau peut les voir.","Envisagez de définir une politique de référent de type « strict-origin-when-cross-origin ». Cela permet de conserver une grande partie de l'utilité du référent, tout en atténuant le risque de fuite de données entre les origines.",""
"Codes de réponse: Internes, redirection (3xx)","Avertissement","Faible","2","0,400","URL internes qui redirigent vers une autre URL. Il s'agit notamment des redirections côté serveur, telles que les redirections 301 ou 302 (et d'autres). Affichez les URL liées à des redirections en utilisant l'onglet « Liens entrants » de la fenêtre inférieure et exportez-les en bloc via Exportation en bloc > Codes de réponse > Interne > Liens entrants Redirection (3xx).","Dans l'idéal, tous les liens internes devraient pointer vers des URL à résolution canonique et éviter les liens vers des URL qui redirigent. Cela réduit la latence des redirections pour les utilisateurs et améliore l'efficacité des moteurs de recherche.",""
"H2: Doublon","Opportunité","Faible","60","92,310","Pages qui présentent des doublons de <h2>. Il est important de disposer de pages distinctes, uniques et utiles. Si chaque page a le même <h2>, il peut être plus difficile pour les utilisateurs et les moteurs de recherche de distinguer une page d'une autre.","Mettez à jour les doublons de <h2> comme nécessaire, afin que les pages importantes contiennent un <h2> unique et descriptif pour les utilisateurs et les moteurs de recherche. S'il s'agit de doublons de page, corrigez-les en créant un lien vers une version unique et effectuez une redirection ou utilisez des versions canoniques le cas échéant.",""
"Images: Environ 100 Ko","Opportunité","Moyenne","66","38,370","Images volumineuses dépassant un seuil de taille. La vitesse des pages est extrêmement importante pour les utilisateurs et pour le référencement. Souvent, les ressources volumineuses telles que les images sont l'un des problèmes les plus courants qui ralentissent les pages Web. Ce filtre sert simplement de règle générale pour aider à identifier les images dont la taille de fichier est relativement importante et qui peuvent prendre plus de temps à charger. Ces images doivent être optimisées, tout comme les opportunités identifiées dans l'onglet PageSpeed qui utilise l'API PSI et Lighthouse pour évaluer la vitesse. Cela peut aider à identifier les images dont la taille n'a pas été optimisée, qui se chargent hors de l'écran, qui ne sont pas optimisées, etc.","Les images non compressées alourdissent les pages d'octets inutiles. Veillez donc à ce que les images soient optimisées par la compression, qu'elles soient correctement mises à l'échelle et qu'elles utilisent le meilleur format d'image possible pour réduire la taille du fichier.",""
"Title des pages: Plus de 561 pixels","Opportunité","Moyenne","29","44,620","Pages dont le titre dépasse la limite de longueur en pixels estimée par Google pour les titres dans les résultats de recherche. La longueur d'extrait de Google est en fait basée sur des limites en pixels, plutôt que sur une longueur en caractères. Le SEO Spider tente de faire correspondre les derniers points de troncature en pixels dans les SERP, mais il s'agit d'une approximation et Google les ajuste fréquemment.","Rédigez des titres de page concis pour éviter que des mots importants ne soient tronqués dans les résultats de recherche, qu'ils ne soient pas visibles pour les utilisateurs et qu'ils aient éventuellement moins de poids dans les résultats.",""
"Sécurité: En-tête Content-Security-Policy manquant","Avertissement","Faible","458","98,710","URL qui n'ont pas l'en-tête de réponse Content-Security-Policy. Cet en-tête permet à un site Web de contrôler quelles ressources sont chargées pour une page. Cette politique peut aider à se protéger contre les attaques de type script intersites (XSS) qui exploitent la confiance du navigateur dans le contenu reçu du serveur. Le SEO Spider ne vérifie que l'existence de l'en-tête et n'interroge pas les politiques qu'il contient pour déterminer si elles sont bien configurées pour le site Web. Cette opération doit être effectuée manuellement.","Définissez un en-tête de réponse Content-Security-Policy strict pour toutes les pages afin d'atténuer les attaques par script intersites (XSS) et par injection de données.",""
"URL: Contient une espace","Problème","Faible","1","0,220","URL qui contiennent un espace. Elles sont considérées comme non sécurisées et peuvent entraîner la rupture du lien lors du partage de l'URL. Plutôt que des espaces, des traits d'union doivent être utilisés comme séparateurs de mots.","Idéalement, des traits d'union devraient être utilisés comme séparateurs de mots, plutôt que des espaces. Cependant, modifier une URL est une décision importante. Si des URL sont modifiées, des redirections 301 appropriées doivent être mises en œuvre.",""
"Validation: Plusieurs balises <head>","Problème","Élevée","2","0,430","Pages avec plusieurs éléments <head> dans le code HTML. Le code HTML ne doit contenir qu’un seul élément <head> contenant toutes les métadonnées essentielles du document. Les navigateurs et Googlebot combinent les métadonnées à partir des éléments <head> suivants s’ils figurent devant la balise <body>, mais le résultat n’est pas très fiable et peut entraîner des erreurs. Les balises <head> situées après le début du <body> seront ignorées.","Veillez à ce que toutes les pages disposent d’un seul élément <head> valide avec des métadonnées appropriées pour le document et qui soit le premier élément de l’élément <html>.",""
"Sécurité: En-tête X-Content-Type-Options manquant","Avertissement","Faible","461","99,350","URL qui n'ont pas l'en-tête de réponse « X-Content-Type-Options » avec une valeur « nosniff ». En l'absence d'un type MIME, les navigateurs peuvent « renifler » pour deviner le type de contenu et l'interpréter correctement pour les utilisateurs. Cependant, cela peut être exploité par des attaquants qui peuvent essayer de charger du code malveillant, tel que JavaScript, par une image qu'ils ont compromise.","Pour minimiser les problèmes de sécurité, l'en-tête de réponse X-Content-Type-Options doit être fourni et avec la valeur « nosniff » définie. Cela indique aux navigateurs de se fier uniquement à l'en-tête Content-Type et de bloquer tout ce qui ne correspond pas exactement. Cela signifie également que le type de contenu définii doit être précis.",""
"Codes de réponse: Internes, erreur du client (4xx)","Problème","Élevée","1","0,200","URL internes avec une erreur côté client. Cela indique qu'un problème est survenu lors de la demande d'URL et peut inclure des réponses telles que 400 bad request, 403 Forbidden, 404 Page Not Found, 410 Removed, 429 Too Many Requests et plus encore. La réponse 404 « Page Not Found » est la plus courante et est souvent considérée comme un lien brisé. Affichez les URL liées à des erreurs en utilisant l'onglet « Liens entrants » de la fenêtre inférieure et exportez-les en bloc via Exportation en bloc > Codes de réponse > Interne > Liens entrants Erreur du client (4xx).","Tous les liens d'un site Web devraient idéalement aboutir à des URL 200 « OK ». Les erreurs telles que 404 ou 410 doivent être mises à jour à leur emplacement correct, supprimées et redirigées le cas échéant. Une erreur 403 Forbidden se produit lorsqu'un serveur Web refuse l'accès à la demande du SEO Spider et peut souvent être résolue en remplaçant le User-Agent par Chrome via Configuration > User-Agent et en recommençant le crawl.",""
"Sécurité: En-tête X-Frame-Options manquant","Avertissement","Faible","458","98,710","URL qui n'ont pas l'en-tête de réponse X-Frame-Options avec une valeur « DENY » ou « SAMEORIGIN ». Cela indique au navigateur de ne pas rendre une page dans un cadre, une iframe, une incorporation ou un objet. Cela permet d'éviter les attaques de type « détournement de clic », où votre contenu est affiché sur une autre page Web contrôlée par un attaquant.","Pour minimiser les problèmes de sécurité, l'en-tête de réponse X-Frame-Options doit être fourni avec une valeur « DENY » ou « SAMEORIGIN ».",""
"Images: Attribut Alt manquant","Problème","Faible","5","2,910","Images auxquelles il manque un attribut alt. Cliquez sur l'adresse (URL) de l'image, puis sur l'onglet « Détails de l'image » dans la fenêtre inférieure pour afficher les pages où l'image apparaît et où il manque des attributs alt. Toutes les images doivent contenir un attribut alt avec un texte descriptif, ou vide s'il s'agit d'une image décorative.","Incluez des attributs alt avec un texte alt descriptif pour les images afin d'aider les utilisateurs et les moteurs de recherche à mieux les comprendre. Dans la mesure du possible, les images décoratives doivent être fournies en utilisant des images d'arrière-plan CSS ou un texte alt nul (vide) (alt="""") afin qu'elles puissent être ignorées par les technologies d'assistance, telles que les lecteurs d'écran.",""
"Sécurité: Liens vers des ressources liées au protocole","Avertissement","Faible","52","11,210","URL qui chargent des ressources telles que des images, du JavaScript et du CSS en utilisant des liens sans protocole. Un lien sans protocole est simplement un lien vers une URL sans indiquer le schéma (par exemple, //screamingfrog.co.uk). Il permet aux développeurs de ne pas avoir à indiquer le protocole et laisse le navigateur le déterminer en fonction de la connexion actuelle à la ressource. Cependant, cette technique est maintenant un anti-schéma avec HTTPS partout, et peut exposer certains sites à des compromissions de type « man in the middle » et à des problèmes de performances.","Mettez à jour tous les liens vers des ressources pour qu'ils soient des liens absolus incluant le schéma (HTTPS) pour éviter les problèmes de sécurité et de performances.",""
"Versions canoniques: Canonisé","Avertissement","Élevée","2","3,080","Pages qui ont une version canonique avec une URL différente. L'URL est « canonisée » vers un autre emplacement. Cela signifie qu'il est demandé aux moteurs de recherche de ne pas indexer la page, et que les propriétés d'indexation et de liaison doivent être consolidées vers l'URL de la version canonique.","Ces URL doivent être examinées attentivement pour s'assurer que les signaux d'indexation et de liaison sont consolidés vers la bonne URL. Dans un monde idéal, un site Web n'aurait pas besoin de canoniser des URL, car seules des versions canoniques seraient liées en interne sur un site Web, mais elles sont souvent nécessaires en raison de diverses circonstances indépendantes de notre volonté, et pour éviter les doublons de contenu. Mettez à jour les liens internes vers les versions canoniques des URL lorsque cela est possible.",""
"H2: Plus de 70 caractères","Opportunité","Faible","60","92,310","Pages dont les <h2> dépassent la limite configurée. Il n'y a pas de limite de caractères stricte pour les <h2>, mais ils doivent être clairs et concis pour les utilisateurs, et les sous-titres longs peuvent être moins utiles.","Rédigez des <h2> concis pour les utilisateurs, en incluant des mots-clés ciblés lorsque cela est naturel pour les utilisateurs, sans bourrage de mots-clés.",""
"Liens: Pages avec beaucoup de liens sortants externes","Avertissement","Faible","14","21,540","Pages qui comportent un nombre élevé de liens sortants externes suivis, selon les préférences « Nombre élevé de liens sortants externes » dans Configuration > Spider > Préférences. Les liens sortants externes sont des liens hypertextes vers un autre sous-domaine ou domaine (en fonction de votre configuration). Il peut s'agir d'un lien tout à fait valide, comme un lien vers une autre partie du même domaine racine ou un lien vers d'autres sites Web utiles. Les liens sortants externes suivis sont visibles dans l'onglet « Liens sortants », avec le filtre « Tous les types de liens » défini sur « Hyperlien » et la colonne « Suivre » sur « Vrai ».","Examinez les liens sortants externes suivis pour vous assurer qu'ils mènent à des sites Web crédibles, fiables et pertinents, utiles pour vos utilisateurs.",""
"URL: Paramètres","Avertissement","Faible","3","0,650","URL qui incluent des paramètres tels que « ? » ou « & ». Ce n'est pas un problème pour le crawl par Google ou d'autres moteurs de recherche, sauf à grande échelle, mais il est recommandé de limiter le nombre de paramètres dans une URL, ce qui peut être compliqué pour les utilisateurs et peut être un signe d'URL à faible valeur ajoutée.","Dans la mesure du possible, utilisez une structure d'URL statique sans paramètres pour des URL indexables clés. Cependant, modifier une URL est une décision importante et, souvent, cela ne vaut pas la peine de le faire uniquement pour des raisons de référencement. Si des URL sont modifiées, des redirections 301 appropriées doivent être mises en œuvre.",""
"Title des pages: Multiple","Problème","Élevée","2","3,080","Pages qui ont plusieurs titres de page. Il ne devrait y avoir qu'un seul élément de titre de page pour chaque page. Les titres de page multiples sont souvent causés par plusieurs plugins ou modules conflictuels dans le système de gestion de contenu.","Supprimez les balises <title> supplémentaires des pages HTML, afin que le site Web ait un titre de page unique, concis et descriptif.",""
"Title des pages: Moins de 200 pixels","Opportunité","Moyenne","8","12,310","Pages dont le titre est beaucoup plus court que la limite de longueur en pixels estimée par Google. Ce n'est pas nécessairement un problème, mais cela indique qu'il y a peut-être de la place pour cibler des mots-clés supplémentaires ou pour communiquer vos arguments clés.","Envisagez de mettre à jour le titre de la page afin de profiter de l'espace restant pour inclure d'autres mots-clés cibles ou arguments clés.",""
"URL: Traits de soulignement","Opportunité","Faible","3","0,650","URL comportant des caractères de soulignement, qui ne sont pas toujours considérés comme des séparateurs de mots par les moteurs de recherche.","Idéalement, des traits d'union devraient être utilisés comme séparateurs de mots, plutôt que des traits de soulignement. Cependant, modifier une URL est une décision importante et, souvent, cela ne vaut pas la peine de le faire uniquement pour des raisons de référencement. Si des URL sont modifiées, des redirections 301 appropriées doivent être mises en œuvre.",""
"Validation: Plusieurs balises <body>","Problème","Élevée","2","0,430","Pages avec plusieurs éléments <body> dans le code HTML. Il ne doit y avoir qu’un seul élément <body> dans le code HTML qui contient tout le contenu du document. Les navigateurs et Googlebot essayeront de combiner le contenu des éléments <body> suivants, cependant le résultat n’est pas très fiable et peut entraîner des mélanges potentiels.","Veillez à ce que toutes les pages disposent d’un seul élément <body> valide avec un contenu approprié pour le document.",""
"Liens: Liens sortants internes sans texte d'ancrage","Opportunité","Faible","65","100,000","Pages qui ont des liens internes sans texte d'ancrage ou des images qui sont hyperliées sans texte Alt. Le texte d'ancrage est le texte et les mots visibles utilisés dans les liens hypertextes qui fournissent aux utilisateurs et aux moteurs de recherche un contexte sur le contenu de la page cible. Les liens sortants internes sans texte d'ancrage peuvent être vus dans l'onglet « Liens sortants », avec le filtre « Tous les types de liens » défini sur « Hyperlien », où la colonne « Texte d'ancrage » est vide, ou, s'il s'agit d'une image, la colonne « Alt Text » est également vide. Exportez en bloc via Exportation en bloc > Liens > Liens sortants internes sans texte d'ancrage.","Examinez les liens sortants dont le texte d'ancrage est manquant et, le cas échéant, ajoutez un texte d'ancrage utile et descriptif pour aider les utilisateurs et les moteurs de recherche.",""
"H2: Multiple","Avertissement","Faible","35","53,850","Pages comportant plusieurs <h2>. Ce n'est pas un problème, car les normes HTML autorisent plusieurs <h2> lorsqu'ils sont utilisés dans une structure de sous-titres hiérarchique logique. Cependant, ce filtre peut vous aider à effectuer un examen rapide pour vérifier s'ils sont utilisés de manière appropriée.","Veillez à ce que les <h2> soient utilisés dans une structure de sous-titres hiérarchique logique et mettez-les à jour, le cas échéant, en utilisant toute la gamme de sous-titres entre h3 et h6 pour les sous-titres supplémentaires.",""
"H2: Non séquentiel","Avertissement","Faible","11","16,920","Pages dont l'élément <h2> n'est pas le deuxième en-tête de la page après l'élément <h1>. Les éléments d'en-tête doivent être placés dans un ordre logique séquentiel par ordre décroissant. L'objectif des éléments d'en-tête est d'indiquer la structure de la page. Ils doivent être placés dans un ordre logique, de <h1> à <h6>, afin de faciliter la navigation et d'aider les utilisateurs qui dépendent de technologies d'assistance.","Assurez-vous que l'élément <h2> correspond au deuxième en-tête de la page. Les en-têtes doivent être placés dans un ordre séquentiel logique, de <h1> à <h6>. Examinez les niveaux des en-têtes de la page et vérifiez qu'ils sont placés par ordre décroissant. Par exemple, l'en-tête qui suit un <h1> doit être un <h2>, et cet en-tête doit être suivi par un <h3>.",""
